ID|Nombre de la Unidad Económica|Razón social|Código de la clase de actividad SCIAN|Descripcion estrato personal ocupado|Tipo de establecimiento|Correo electrónico|Sitio en Internet|Fecha de incorporación al DENUE
6168078|SOCIEDAD COOPERATIVA DE BIENES Y SERVICIO PESCADORES DE BAHAMITA|SOCIEDAD COOPERATIVA DE BIENES Y SERVICIOS PESCADORES DE BAHAMITA S.C. DE RL, DE C.V.|114119|11 a 30 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6168079|PESCA DE CAMARÓN||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6168080|SCPP PESC DE TATENAN S.C.L.|SCPP PESC DE TATENAN, S.C.L.|114119|11 a 30 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6168081|PESCADORES DE LA BAHIA, S. DE R.L. DE C.V.|PESCADORES DE LA BAHIA, S. DE R.L. DE C.V.|114119|51 a 100 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6168082|SOCIEDAD COOPERATIVA DE PRODUCCIÓN PESQUERA DE BIENES Y SERVICIOS POZO DEL MONTE|SOCIEDAD COOPERATIVA DE PRODUCCIÓN PESQUERA POZO DEL MONTE, S.C. DE R.L.|114119|11 a 30 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6168083|SCPPBS LISEREROS DE LA BAHÍA CHAMPOTONERA, S.C.L.|SCPPBS LISEREROS DE LA BAHÍA CHAMPOTONERA, S.C. DE R.L.|114119|6 a 10 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6168084|SCPPBS PALANDREROS DE CHAMPOTON|SCPPBS PALANDREROS DE CHAMPOTON, S.C. DE R.L.|114119|6 a 10 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6168085|CONGELADORA STONE CRAB||114119|11 a 30 personas|Fijo|STONCRABCAMPECHE@HOTMAIL.COM|No Tiene|jul-10
6168086|EL PEDREGAL DE BIENES Y SERVICIOS, C.V.|EL PEDREGAL DE BIENES Y SERVICIOS S.C. DE RL, DE C.V.|114119|11 a 30 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6168087|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|6 a 10 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6168088|MARICULTIVO DEL GOLFO DE MÉXICO||114119|11 a 30 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6168089|SCPPA PESCADORES DE TIXBULUL, S.C. DE RL|SOCIEDAD COOPERATIVA DE PRODUCCIÓN PESQUERA DE ALTURA PESCADORES DE TIXBULUL, S.C. DE R.L.|114119|6 a 10 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6168090|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|11 a 30 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6168091|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6168092|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6168093|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6168094|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6168095|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6168096|COOPERATIVA EL PUERTO DE ABRIGO|PRODUCCIÓN DE BIENES Y SERVICIOS EL PUERTO DE ABRIGO S.C. DE RL, DE C.V.|114119|11 a 30 personas|Fijo|FUERAABRIG01@HOTMAIL.COM|No Tiene|jul-10
6168097|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6168098|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|dic-14
6168099|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6168100|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6168101|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|6 a 10 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6168102|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6168103|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6168104|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6168105|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6168106|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|6 a 10 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6168107|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6168108|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES|SSS PUNTO XPICOB|114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6168109|SOCIEDAD COOPERATIVA LOS DOS ROBALEROS DE LA ZANJA|SOCIEDAD COOPERATIVA LOS DOS ROBALEROS DE LA ZANJA S.C. DE RL, DE C.V.|114119|6 a 10 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6168110|JOSE CONCEPCION YERBES A.C.|JOSE CONCEPCION YERBES, A.C.|114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6168111|COOPERATIVA IXCACHACHE|COOPERATIVA IXCACHACHE|114119|6 a 10 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6168112|S.C.P.P.B. Y S. RÍO HONDO S.C.L. DE R.L.|S.C.P.P.B. Y S. COOPERATIVA RÍO HONDO S.C.L., DE R.L.|114119|6 a 10 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6168113|LA LEYDY DEL CARMEN|LA LEYDY DEL CARMEN|114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6168114|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6168115|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|11 a 30 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6168116|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6168117|BIENVENIDA MAY HERNANDEZ||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6168118|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6168119|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6168120|SOCIEDAD COOPERATIVA DE PRODUCCIÓN PESQ DE BIENES Y SERVICIOS S.C. DE RL, DE C.V. VERDIZAL 1||114119|11 a 30 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6168121|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6168122|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6168123|SOCIEDAD COOPERATIVA DE PRODUCCIÓN PESQUERA Y ACUÍCOLA EL PEJELAGARTOSC DE RL|SOCIEDAD COOPERATIVA DE PRODUCCIÓN PESQUERA Y ACUÍCOLA EL PEJELAGARTO, S.C. DE R.L.|112512|6 a 10 personas|Fijo|ESTRELLITA3063@HOTMAIL.COM|No Tiene|dic-14
6168124|SCPP RIBEREÑA Y ACUÍCOLA DE BIENES Y SERVICIOS PALMERAS DE SABANCUY S.C. DE RL|SCPP RIBEREÑA Y ACUÍCOLA DE BIENES Y SERVICIOS PALMERAS DE SABANCUY, S.C. DE R.L.|114119|11 a 30 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6168125|GRANJA ACUÍCOLA LAS PALOMAS||112512|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6168126|PESCADERIA SIN NOMBRE||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|dic-14
6168127|GRANJA TIERRA MOJADA PRODUCCIÓN Y VENTA DE TRUCHAS||112512|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|dic-14
6168128|SOCIEDAD COOPERATIVA DE PRODUCCIÓN PESQUERA LA MOJARRITA S.C.L.|SOCIEDAD COOPERATIVA DE PRODUCCIÓN PESQUERA LA MOJARRITA, S.C.L.|114119|51 a 100 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6168129|SOCIEDAD COOPERATIVA VALLE DE ZARAGOZA|SOCIEDAD COOPERATIVA VALLE DE ZARAGOZA|114119|31 a 50 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6168130|SCPP RÍO CONCHOS DE JULIMES CHIH||114119|11 a 30 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6168131|SOCIEDAD COOPERATIVA PRODUCTORES LAS RANAS LAGO COLINA|SOCIEDAD COOPERATIVA LAGO COLINA LAS RANAS|114119|31 a 50 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6168132|SCPP PESCADORES DELL MUNICIPIO DE ZARAGOZA|SCPP PESCADORES DELL MUNICIPIO DE ZARAGOZA|114119|31 a 50 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6168133|SOCIEDAD COOPERATIVA DE PRODUCCIÓN PROYECTADA TORTULAS 90, S.C.L.|SOCIEDAD COOPERATIVA DE PRODUCCIÓN PROYECTADA TORTULAS 90, S.C.L.|114119|11 a 30 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6168134|SOCIEDAD COOPERATIVA DE PRODUCCIÓN PESQUERA Y AQUACULTURA PUERTO EL TIGRE (SOCOPELTO 95 SCLRL)|SOCIEDAD COOPERATIVA DE PRODUCCIÓN PESQUERA Y AGUACULTURA PUERTO EL TIGRE (SOCOPELTO 95 SCLRL|114119|11 a 30 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6168135|SCPP PESCADORES DE LA PRESA LAS VIRGENES||114119|0 a 5 personas|Fijo|JAIMEBERMUDEZLOZOYA@HOTMAIL.COM|No Tiene|jul-10
6168136|PISCICULTURA Y OTRA ACUICULTURA, EXCEPTO CAMARONICULTURA||112512|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6168137|CENTRO PISCICOLA|SAGARPA|112512|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6168138|CENTRO PISCICOLA|SAGARPA|112512|6 a 10 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6168139|CRIADERO DE PECES TRUCHAS Y TRUCHAS||112512|6 a 10 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6168140|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6168141|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6168142|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6168143|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6168144|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6168145|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6168146|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6168147|CRIADERO DE TRUCHA LOS GONZALEZ||114119|6 a 10 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6168148|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6168149|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6168150|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6168151|VENTA DE PESCADO SIN NOMBRE||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|dic-14
6168152|NINDRA ELIZABETH MOALES VERA||114119|11 a 30 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6168153|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|11 a 30 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6168154|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|11 a 30 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6168155|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|6 a 10 personas|Fijo|Sin Correo Electronico|No Tiene|dic-14
6168156|PALAPA TIBURONERA||114119|11 a 30 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6168157|PALAPA TIBURONERA||114119|31 a 50 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6168158|ODETH PEREZ HERNANDEZ||114119|6 a 10 personas|Fijo|Sin Correo Electronico|No Tiene|dic-14
6168159|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|6 a 10 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6168160|ACUAGRANJAS DOS LAGOS, S.A. DE C.V.|ACUAGRANJAS DOS LAGOS, S.A. DE C.V.|112512|251 y más personas|Fijo|Sin Correo Electronico|No Tiene|dic-14
6168161|SOCIEDAD COOPERATIVA ARROYO MACULIZAN|SOCIEDAD COOPERATIVA MACULIZAN|114119|11 a 30 personas|Fijo|Sin Correo Electronico|No Tiene|dic-14
6168162|ACUICULTURA COROZAL|ACUICULTURA COROZAL|112512|6 a 10 personas|Fijo|Sin Correo Electronico|No Tiene|dic-14
6168163|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|dic-14
6168164|PESQUERIA DE VALLE MORELOS|PESQUERIA DE VALLE MORELOS S.C. DE RL, DE C.V.|114119|51 a 100 personas|Fijo|Sin Correo Electronico|No Tiene|dic-14
6168165|PESCADORES EL CERRITO||114119|11 a 30 personas|Fijo|Sin Correo Electronico|No Tiene|dic-14
6168166|PESCADORES DE SAN ISIDRO DEL 2006|SOC COOP PESCADORES DE SAN ISIDRO DEL 2006 S.C. DEL RL, DE C.V.|114119|11 a 30 personas|Fijo|Sin Correo Electronico|No Tiene|dic-14
6168167|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|dic-14
6168168|PESCA DE CAMARÓN||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|dic-14
6168169|PESCA DE CAMARÓN||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|dic-14
6168170|PESCA DE CAMARÓN||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|dic-14
6168171|PESCA DE CAMARÓN||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|dic-14
6168172|PESCA DE CAMARÓN||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|dic-14
6168173|PESCA DE CAMARÓN||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|dic-14
6168174|PESCA DE CAMARÓN||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|dic-14
6168175|PESCA DE CAMARÓN||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|dic-14
6168176|PESCA DE CAMARÓN||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|dic-14
6168177|PESCA DE CAMARÓN||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|dic-14
6168178|PESCA DE CAMARÓN||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|dic-14
6168179|PESCA DE CAMARÓN||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|dic-14
6168180|PESCA DE CAMARÓN||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|dic-14
6168181|PESCA DE CAMARÓN||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|dic-14
6168182|PESCA DE CAMARÓN||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|dic-14
6168183|PESCA DE CAMARÓN||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|dic-14
6168184|PESCA DE CAMARÓN||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|dic-14
6168185|PESCA DE CAMARÓN||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|dic-14
6168186|PESCA DE CAMARÓN||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|dic-14
6168187|PESCA DE CAMARÓN||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|dic-14
6168188|PESCA DE CAMARÓN||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|dic-14
6168189|PESCA DE CAMARÓN||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|dic-14
6168190|PESCA DE CAMARÓN||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|dic-14
6168191|PESCA DE CAMARÓN||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|dic-14
6168192|PESCA DE CAMARÓN||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|dic-14
6168193|PESCA DE CAMARÓN||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|dic-14
6168194|PESCA DE CAMARÓN||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|dic-14
6168195|OMAN ANTONIO MEDINA||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|dic-14
6168196|PESCA DE CAMARÓN||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|dic-14
6168197|PESCA DE CAMARÓN||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|dic-14
6168198|PESCA DE CAMARÓN||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|dic-14
6168199|PESCA DE CAMARÓN||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|dic-14
6168200|PESCA DE CAMARÓN||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|dic-14
6168201|PESCA DE CAMARÓN||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|dic-14
6168202|PESCA DE CAMARÓN||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|dic-14
6168203|PESCA DE CAMARÓN||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|dic-14
6168204|PESCA DE CAMARÓN||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|dic-14
6168205|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|dic-14
6168206|PESCA DE CAMARÓN||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|dic-14
6168207|PESCA DE CAMARÓN||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|dic-14
6168208|PESCA DE CAMARÓN||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|dic-14
6168209|PESCA DE CAMARÓN||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|dic-14
6168210|PESCA DE CAMARÓN||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|dic-14
6168211|PESCA DE CAMARÓN||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|dic-14
6168212|SOCIEDAD COOPERATIVA DE PRODUCCIÓN DE BIENES Y SERVICIOS PESCADORES DEL BARRIO MANUEL VELASCO SUAREZ S.C. DE R.L. C.V.|SOCIEDAD COOPERATIVA DE PRODUCCIÓN DE BIENES Y SERVICIOS PESCADORES DEL BARRIO MANUEL VELASCO SUAREZ, S.C. DE R.L. C.V.|114111|51 a 100 personas|Fijo|Sin Correo Electronico|No Tiene|dic-14
6168213|COOPERATIVA DE BIENES Y SERVICIOS JAIBEROS DE LA BAHÍA|COOPERATIVA DE BIENES Y SERVICIOS JAIBEROS DE LA BAHÍA|114119|31 a 50 personas|Fijo|Sin Correo Electronico|No Tiene|dic-14
6168214|SOCIEDAD COOPERATIVA DE PRODUCCIÓN ACUÍCOLA DE BIENES Y SERVICIOS LA BAHÍA S.C. DE RL.|SOCIEDAD COOPERATIVA DE PRODUCCIÓN ACUÍCOLA DE BIENES Y SERVICIOS DE LA BAHIA, S.C. DE RL.|114111|11 a 30 personas|Fijo|Sin Correo Electronico|No Tiene|dic-14
6168215|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|dic-14
6168216|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|dic-14
6168217|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|dic-14
6168218|SCPPBS PESCADORES DEL PACIFICO|SCPPBS PESCADORES DEL PACIFICO S.C. DE RL, DE C.V.|114119|11 a 30 personas|Fijo|Sin Correo Electronico|No Tiene|dic-14
6168219|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|dic-14
6168220|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|dic-14
6168221|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|dic-14
6168222|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|dic-14
6168223|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|dic-14
6168224|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|dic-14
6168225|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|dic-14
6168226|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|dic-14
6168227|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|dic-14
6168228|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|dic-14
6168229|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|dic-14
6168230|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|dic-14
6168231|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|dic-14
6168232|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|dic-14
6168233|RACIEL EMIR MARROQUIN MARROQUIN||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|dic-14
6168234|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|dic-14
