id_direccion|Número exterior o kilómetro|Letra exterior|Tipo de asentamiento humano|Nombre de asentamiento humano|Código Postal|Clave entidad|Clave municipio|Clave localidad|Área geoestadística básica |Manzana
959|0|SN|COLONIA|LA TEJERIA|39120|12|29|281|891|800
960|0|SN|COLONIA|EL ZAPOTILLO|39120|12|29|281|891|800
961|0|SN|COLONIA|EL ZAPOTE|39120|12|29|281|891|800
962|0|SN|COLONIA|TORRES DOS|39120|12|29|44|891|54
963|0|SN|COLONIA|SIGLO XXI|39120|12|29|44|891|61
964|0|SN|COLONIA|VISTA HERMOSA|39120|12|29|28|891|800
965|0|SN|COLONIA|SIGLO XXI|39120|12|29|44|891|61
966|0|SN|COLONIA|LAS JUNTAS|39120|12|29|44|891|800
967|0|SN|COLONIA|SIGLO XXI|39120|12|29|44|891|61
968|0|SN|COLONIA|SIGLO XXI|39120|12|29|44|891|61
969|0|SN|COLONIA|LA DEPORTIVA|39120|12|29|44|891|61
970|0|SN|COLONIA|SIGLO XXI|39120|12|29|44|891|49
971|0|SN|PARAJE|POBLACION LOS TERREROS|39170|12|61|27|210|800
972|0|SN|PARAJE|NINGUNO|39170|12|61|27|210|800
973|0|SN|PARAJE|POBLACION TIERRA BLANCA, TEJALCINGO|39170|12|61|28|206|800
974|0|SN|PARAJE|TEXALCINGO|39170|12|61|28|206|800
975|0|SN|PARAJE|TEXALCINGO|39170|12|61|28|206|800
976|0|SN|PARAJE|LOS TERREROS|39170|12|61|27|210|800
977|0|SN|PARAJE|LOS TERREROS|39170|12|61|27|210|800
978|0|SN|PARAJE|LOCALIDAD ATLIACA|39170|12|61|6|352|34
979|0|SN|PARAJE|ATLIACA|39170|12|61|6|329|22
980|0|SN|PARAJE|LAS HUERTAS|39170|12|61|6|390|2
981|0|SN|PARAJE|LAS MOJONERAS|39170|12|61|24|206|800
982|0|SN|PARAJE|LAS MOJONERAS|39170|12|61|24|206|800
983|0|SN|PARAJE|LAS MOHONERAS|39170|12|61|24|206|800
984|0|SN|PARAJE|LAS MOHONERAS|39170|12|61|24|206|800
985|0|SN|PARAJE|LAS MOJONERAS|39170|12|61|24|206|800
986|0|SN|PARAJE|LAS MOHONERAS|39170|12|61|24|206|800
987|0|SN|PARAJE|LAS MOJONERAS|39170|12|61|24|206|800
988|0|SN|PARAJE|LAS MOJONERAS|39170|12|61|24|206|800
989|0|SN|PARAJE|POBLADO LAS MOJONERAS|39170|12|61|24|206|800
990|0|SN|PARAJE|LAS MOJONERAS|39170|12|61|24|206|800
991|0|SN|PARAJE|LAS MOJONERAS|39170|12|61|24|206|800
992|0|SN|PARAJE|LOCALIDAD LAS MOJONERAS|39170|12|61|24|206|800
993|0|SN|PARAJE|LAS MOJONERAS|39170|12|61|24|206|800
994|0|SN|PARAJE|LAS MOJONERAS|39170|12|61|24|206|800
995|0|SN|PARAJE|LAS MOJONERAS|39170|12|61|24|206|800
996|0|SN|PARAJE|LAS MOJONERAS|39170|12|61|24|206|800
997|0|SN|PARAJE|LOCALIDAD LAS MOJONERAS|39170|12|61|24|206|800
998|0|SN|PARAJE|LAS MOJONERAS|39170|12|61|24|206|800
999|0|SN|PARAJE|POBLADO TIERRAS BLANCAS, TEJALCINGO|39170|12|61|28|206|800
1000|0|SN|PARAJE|LOCALIDAD DE TIERRA BLANCA|39170|12|61|28|206|800
1001|0|SN|PARAJE|TEXALCINGO|39170|12|61|28|206|800
1002|0|SN|PARAJE|TEXALCINGO|39170|12|61|28|206|800
1003|0|SN|PARAJE|TEXALCINGO|39170|12|61|28|206|800
1004|0|SN|PARAJE|TEXALCINGO|39170|12|61|28|206|800
1005|0|SN|PARAJE|POBLACION TIERRA BLANCA (TEJALCINGO)|39170|12|61|28|206|800
1006|0|SN|PARAJE|POBLACION TIERRA BLANCA|39170|12|61|28|206|800
1007|0|SN|PARAJE|POBLACION TIERRA BLANCA TEJALCINGO|39170|12|61|28|206|800
1008|0|SN|PARAJE|POBLACION TIERRA BLANCA (TEJALCINGO)|39170|12|61|28|206|800
1009|0|SN|PARAJE|TEXALCINGO|39170|12|61|28|206|800
1010|0|SN|PARAJE|TEXALCINGO|39170|12|61|28|206|800
1011|0|SN|PARAJE|TEXALCINGO|39170|12|61|28|206|800
1012|0|SN|PARAJE|TEXALCINGO|39170|12|61|28|206|800
1013|0|SN|PARAJE|LOCALIDAD TIERRA BLANCA TEJALCINGO|39170|12|61|28|206|800
1014|0|SN|PARAJE|POBLACION TIERRA BLANCA, TEJALCINGO|39170|12|61|28|206|800
1015|0|SN|PARAJE|LAS HUERTAS|39170|12|61|67|206|800
1016|0|SN|PARAJE|TEXALCINGO|39170|12|61|28|206|800
1017|0|SN|PARAJE|TEXALCINGO|39170|12|61|28|206|800
1018|0|SN|PARAJE|LAS MOHONERAS|39179|12|61|24|206|800
1019|0|SN|PARAJE|LOS TERREROS|39180|12|61|27|210|800
1020|0|SN|PARAJE|LOS TERREROS|39180|12|61|27|210|800
1021|0|SN|PARAJE|LOS TERREROS|39180|12|61|27|210|800
1022|0|SN|PARAJE|LAS HUERTAS|39180|12|61|2|206|40
1023|0|SN||ATLIACA|39180|12|61|2|206|40
1024|0|SN|PARAJE|LAS HUERTAS|39180|12|61|2|206|800
1025|0|SN|PARAJE|LAS HUERTAS|39180|12|61|2|206|800
1026|27||PARAJE|POBLADO DE ATLIACA|39180|12|61|6|352|34
1027|0|SN|COLONIA|LOCALIDAD ATLIACA|39180|12|61|6|348|15
1028|0|SN|PARAJE|LOCALIDAD ATLIACA|39180|12|61|6|352|34
1029|0|SN||ATLIACA|39180|12|61|6|352|34
1030|0|SN|PARAJE|LAS MOJONERAS|39180|12|61|24|206|800
1031|0|SN|PARAJE|LAS MOJONERAS|39180|12|61|24|206|800
1032|0|SN|PARAJE|PARAJE LAS MOJONERAS|39180|12|61|24|206|800
1033|0|SN|PARAJE|LAS MOJONERAS|39180|12|61|24|206|800
1034|0|SN|PARAJE|LAS MOJONERAS|39180|12|61|24|206|800
1035|0|SN|PARAJE|LAS MOHONERAS|39180|12|61|24|206|800
1036|0|SN|PARAJE|LAS HUERTAS|39180|12|61|67|206|800
1037|0|SN|PARAJE|LAS HUERTAS|39180|12|61|67|206|800
1038|0|SN|PARAJE|LAS HUERTAS|39180|12|61|67|206|800
1039|0|SN|PARAJE|LAS HUERTAS|39180|12|61|67|206|800
1040|0|SN||POBLADO LAS HUERTAS|39180|12|61|67|206|800
1041|0|SN|COLONIA|COATOMATITLAN|39230|12|44|4|126|800
1042|0|SN|PARAJE|NINGUNO|39300|12|1|95|2045|800
1043|38|37.9|PARAJE|LOMAS DE CHAPULTEPEC|39930|12|1|121|2045|800
1044|0|SN|EJIDO|CERRO DE PIEDRA|39932|12|1|95|2045|800
1045|0|SN|COLONIA|COLONIA EL CAPIRE|40080|12|35|53|062A|800
1046|59||COLONIA|ZALCINGO|40130|12|34|1|374|21
1047|0|SN|COLONIA|EL CALVARIO|40160|12|75|13|610|7
1048|0|SN|PARAJE|POB. SAN VICENTE PALAPA|40166|12|59|17|265|800
1049|0|SN|PARAJE|POB. SAN VICENTE PALAPA|40166|12|59|17|265|800
1050|0|SN|PARAJE|POB. SAN VICENTE PALAPA|40166|12|59|17|265|800
1051|0|SN|PARAJE|SAN VICENTE PALAPA|40166|12|59|17|265|800
1052|0|SN|PARAJE|SAN VICENTE PALAPA|40166|12|59|17|265|800
1053|0|SN|PARAJE|POB. SAN VICENTE PALAPA|40166|12|59|17|265|800
1054|0|SN|PARAJE|POB. SAN VICENTE PALAPA|40166|12|59|17|265|800
1055|0|SN|SECTOR|POB. SAN VICENTE PALAPA|40166|12|59|17|265|800
1056|0|SN|COLONIA|NINGUNO|40180|12|75|1|803|1
1057|0|SN|COLONIA|NINGUNO|40180|12|75|1|803|1
1058|0|SN|COLONIA|NINGUNO|40180|12|75|1|803|1
1059|0|SN|COLONIA|NINGUNO|40180|12|75|1|803|1
1060|0|KM 191.5|COLONIA|MILPILLAS|40180|12|75|42|447|800
1061|0|KILÓMETRO 191+500|COLONIA|MILPILLAS|40180|12|75|42|447|800
1062|0|KILÓMETRO 207|COLONIA|EL CARRIZAL|40180|12|75|49|447|800
1063|0|SN|COLONIA|EL PASO DE AGUA|40180|12|75|80|447|800
1064|0|SN|COLONIA|EL PASO DE AGUA|40180|12|75|80|447|800
1065|0|SN|COLONIA|EL PASO DE AGUA|40180|12|75|80|447|800
1066|0|SN|COLONIA|EL PASO DE AGUA|40180|12|75|80|447|800
1067|0|SN|COLONIA|EL PASO DE AGUA|40180|12|75|80|447|800
1068|0|SN|COLONIA|EL PASO DE AGUA|40180|12|75|80|447|800
1069|0|SN|COLONIA|EL PASO DE AGUA|40180|12|75|80|447|800
1070|0|SN|COLONIA|EL PASO DE AGUA|40180|12|75|80|447|800
1071|0|SN|COLONIA|EL PASO DE AGUA|40180|12|75|80|447|800
1072|0|SN|COLONIA|EN PASO DE AGUA|40180|12|75|80|447|800
1073|0|SN|COLONIA|EL PASO DE AGUA|40180|12|75|80|447|800
1074|0|SN|COLONIA|EL PASO DE AGUA|40180|12|75|80|447|800
1075|0|SN|PUEBLO|La Tranca|40190|12|75|102|396|800
1076|181||COLONIA|PLAN DE LAS LIEBRES|40190|12|75|24|413|800
1077|0|SN|COLONIA|LA TEJERIA|40191|12|75|13|610|36
1078|0|SN|COLONIA|CENTRO|40191|12|75|13|625|37
1079|0|KILÓMETRO 181|COLONIA|PLAN DE LAS LIEBRES|40196|12|75|24|413|800
1080|0|SN|COLONIA|LAS TABIQUERAS|40196|12|75|13|625|30
1081|0|SN|COLONIA|LAS TABIQUERAS|40196|12|75|110|377|800
1082|0|SN|PARAJE|MEZCALA|40196|12|75|110|377|800
1083|0|SN|COLONIA|EL SOLAR|40280|12|55|1|285|1
1084|0|KILÓMETRO 15+500|PARAJE|TEJITLAN|40301|12|55|148|336|800
1085|0|SN|PUEBLO|CENTRO|40330|12|15|1|152|21
1086|0|KILÓMETRO 43.2|PARAJE|COLONIA LOS AMATES|40351|12|15|1|129|24
1087|0|KILÓMETRO 9|PARAJE|POB. LA CONCEPCIÓN|40380|12|49|5|150|1
1088|3|2.5|EXHACIENDA|FRACCIONAMIENTO YAPLATA|40400|12|58|1|709|1
1089|0|KILÓMETRO 2.5|EXHACIENDA|FRACCIONAMIENTO YAPATLA|40400|12|58|1|709|4
1090|0|SN|GRANJA|POBLACION IXCATEOPAN|40430|12|37|1|56|4
1091|0|SN|BARRIO|LA PALMA|40560|12|26|1|226|8
1092|0|SN|PUEBLO|Nuevo Balsas|40591|12|17|29|119|800
1093|0|SN|PUEBLO|Nuevo Balsas|40591|12|17|29|119|800
1094|16||PUEBLO|Nuevo Balsas|40591|12|17|29|119|800
1095|0|SN|COLONIA|CENTRO|40591|12|17|29|119|22
1096|0|SN|PARAJE|PINZAN MORADO|40700|12|22|78|547|800
1097|0|SN|PUEBLO|LOCALIDAD EL TIMBRE|40731|12|3|145|306|800
1098|0|SN|PUEBLO|LOCALIDAD SAN LORENZO|40736|12|3|45|306|800
1099|0|SN|COLONIA|LOCALIDAD SAN LORENZO|40736|12|3|45|306|800
1100|0|SN|PUEBLO|LOCALIDAD SAN LORENZO|40736|12|3|45|306|800
1101|0|SN|ZONA FEDERAL|LAS SALINAS EL CUAJO|40830|12|48|98|628|800
1102|0|SN|PUEBLO|JULUCHUCA|40830|12|48|98|628|800
1103|0|SN|PUEBLO|LAS SALINAS {SALINAS EL CUAJO}|40830|12|48|98|628|10
1104|0|SN|PARAJE|LAS SALINAS.SALINAS EL CUAJO|40830|12|48|174|628|800
1105|0|SN|ZONA FEDERAL|LAS SALINAS DEL CUAJO|40830|12|48|174|628|800
1106|0|SN|PUEBLO|LAS SALINAS EL CUAJO|40830|12|48|174|628|3
1107|0|SN|PUEBLO|LAS SALINAS {EL CUAJO}|40830|12|48|174|628|3
1108|0|SN|PUEBLO|LAS SALINAS{EL CUAJO}|40830|12|48|174|628|3
1109|0|SN|PUEBLO|LAS SALINAS{EL CUAJO}|40830|12|48|174|628|14
1110|0|SN|PUEBLO|LAS SALINAS {EL CUAJO}|40830|12|48|174|628|3
1111|0|SN|ZONA FEDERAL|LAS SALINAS DEL CUAJO|40830|12|48|174|628|800
1112|0|SN|PUEBLO|LAS SALINAS {EL CUAJO}|40830|12|48|174|628|3
1113|0|SN|PUEBLO|LAS SALINAS DEL CUAJO|40830|12|48|174|628|800
1114|0|SN|PARAJE|LAS SALINAS DEL CUAJO|40830|12|48|174|628|800
1115|0|SN|PUEBLO|LAS SALINAS EL CUAJO|40830|12|48|174|628|800
1116|0|SN|PUEBLO|LAS SALINAS.SALINAS EL CUAJO|40830|12|48|174|628|800
1117|0|SN|PUEBLO|LAS SALINAS .SALINAS EL CUAJO|40830|12|48|174|628|800
1118|0|SN|ZONA FEDERAL|LAS SALINAS DEL CUAJO|40830|12|48|174|628|800
1119|0|SN|RANCHERÍA|LOMA BONITA|40830|12|48|7203|628|800
1120|0|SN|ZONA FEDERAL|LAGUNA SALINAS DE POTOSÍ|40831|12|38|67|609|800
1121|51||PUEBLO|SAN JERONIMITO|40831|12|48|178|740|6
1122|0|SN|PARAJE|PLAYITAS DEL CALVARIO|40834|12|48|602|632|800
1123|0|SN|ZONA FEDERAL|LAGUNA LAS SALINAS EL CUAJO|40834|12|48|98|628|14
1124|0|SN|ZONA FEDERAL|LAS SALINAS EL CUAJO|40834|12|48|98|628|1
1125|62||COLONIA|EL PRI|40900|12|57|1|788|5
1126|0|SN|COLONIA|EL VEINTE|40900|12|57|29|684|7
1127|0|SN|COLONIA|EL VEINTE|40900|12|57|29|684|7
1128|0|SN||LA GLORIA|40900|12|57|225|067A|800
1129|0|SN||LA GLORIA|40900|12|57|225|067A|800
1130|0|SN||LA GLORIA|40900|12|57|225|067A|800
1131|0|KILÓMETRO 165||NUXCO|40904|12|57|55|684|1
1132|0|SN||COLONIA EL VIENTE|40907|12|57|29|684|7
1133|0|SN||EL CONSUELITO|40909|12|57|30|627|800
1134|0|SN||EL VEINTE|40911|12|57|29|684|4
1135|0|SN|COLONIA|LAS SALINAS|40935|12|11|90|327|4
1136|0|SN|COLONIA|LAS SALINAS|40935|12|11|90|327|3
1137|0|SN|COLONIA|LAS SALINAS|40935|12|11|90|327|1
1138|0|SN|COLONIA|LAS SALINAS|40935|12|11|90|327|1
1139|0|SN|COLONIA|LAS SALINAS|40935|12|11|90|327|2
1140|0|SN|COLONIA|POBLADO EL BORDAL|40970|12|21|73|408|800
1141|0|SN|COLONIA|POBLADO EL BORDONAL|40970|12|21|73|408|17
1142|0|SN|COLONIA|POBLADO EL BORDONAL|40970|12|21|73|408|17
1143|0|SN|COLONIA|YETLA|40970|12|21|66|408|30
1144|0|SN|COLONIA|YETLA|40980|12|21|66|408|7
1145|0|SN|COLONIA|POBLADO DE YETLA|40980|12|21|66|408|30
1146|0|SN|COLONIA|POBLADO YETLA|40980|12|21|66|408|7
1147|0|SN|COLONIA|YETLA|40980|12|21|66|408|7
1148|0|SN|COLONIA|POBLADO EL BORDONAL|40980|12|21|73|408|800
1149|25||COLONIA|COLONIA LA GLORIA|40980|12|21|73|408|800
1150|0|SN|COLONIA|POBLADO EJIDO VIEJO|40983|12|21|24|412|800
1151|0|SN|COLONIA|POBLADO EJIDO VIEJO|40983|12|21|24|412|46
1152|0|SN|PUEBLO|POBLADO EJIDO VIEJO|40983|12|21|24|412|800
1153|0|SN|COLONIA|LOCALIDAD TECOMAPA|40985|12|21|8|855|35
1154|0|SN|COLONIA|LOCALIDAD TECOMAPA|40985|12|21|8|855|35
1155|0|SN|COLONIA|COLONIA CERRITO DE ORO|40985|12|21|19|412|800
1156|17||PARAJE|POBLADO BAJOS DEL EJIDO|40985|12|21|205|408|800
1157|18||COLONIA|DIAMANTE|40985|12|21|205|408|800
1158|210|SN|COLONIA|COLONIA PARAJE LOS GAVILANES DE HUAMUXTITLAN GUERRERO|41080|12|33|1|254|32
1159|0|SN|PARAJE|TEPEHUIXCO|41100|12|28|76|269|2
1160|0|SN|BARRIO|SANTISIMA TRINIDAD|41100|12|28|145|305|2
1161|0|SN|PARAJE|LA LAGUNA|41100|12|28|230|273|800
1162|0|SN|PARAJE|PAPAXTLA|41100|12|28|134|031A|1
1163|0|SN|PARAJE|PAPAXTLA|41100|12|28|134|031A|1
1164|0|SN|PARAJE|PAPAXTLA|41100|12|28|134|031A|1
1165|0|SN|PARAJE|PAPAXTLA|41100|12|28|134|031A|800
1166|0|SN|PARAJE|PAPAXTLA|41100|12|28|134|031A|1
1167|0|SN|PARAJE|PAPAXTLA|41100|12|28|134|031A|1
1168|0|SN|PARAJE|PAPAXTLA|41100|12|28|134|031A|1
1169|0|SN|PARAJE|PAPAXTLA|41100|12|28|134|031A|1
1170|0|SN|PARAJE|PAPAXTLA|41100|12|28|134|031A|1
1171|0|SN|PARAJE|PAPAXTLA|41100|12|28|134|031A|1
1172|0|SN|PARAJE|PAPAXTLA|41100|12|28|134|031A|1
1173|0|SN|PARAJE|PAPAXTLA|41100|12|28|134|031A|1
1174|0|SN|PARAJE|LA LAGUNA|41101|12|28|230|273|800
1175|0|SN|PARAJE|LA LAGUNA|41101|12|28|230|273|800
1176|0|SN|PARAJE|POBLADO LA LAGUNA|41101|12|28|230|273|800
1177|0|SN|PARAJE|LA LAGUNA|41101|12|28|230|273|800
1178|0|SN|PARAJE|LA LAGUNA|41101|12|28|230|273|800
1179|0|SN|BARRIO|AGUA ZARCA|41106|12|28|15|305|1
1180|0|SN|COLONIA|COLONIA AGUA ZARCA|41106|12|28|15|305|1
1181|0|SN|PARAJE|ATEMPA|41106|12|28|55|343|3
1182|0|SN|PARAJE|NEJAPA|41106|12|28|145|305|12
1183|0|SN|PARAJE|NEJAPA|41115|12|28|55|343|3
1184|0|SN|PARAJE|NEJAPA|41115|12|28|55|343|67
1185|0|SN|PARAJE|NEJAPA|41115|12|28|55|343|3
1186|0|SN|PARAJE|NEJAPA|41115|12|28|55|343|3
1187|0|SN|PARAJE|NEJAPA|41115|12|28|55|343|3
1188|0|SN|PARAJE|NEJAPA|41115|12|28|145|305|6
1189|0|SN|PARAJE|BARRANCA DEL POTRERO|41121|12|28|200|305|800
1190|0|SN|PARAJE|LA LAGUNA|41121|12|28|230|273|800
1191|0|SN|PARAJE|LA LAGUNA|41121|12|28|230|273|800
1192|0|SN|PARAJE|POBLACION LA MAZINTLA|41121|12|28|230|273|800
1193|0|SN|COLONIA|CASA VERDE|41180|12|75|22|413|800
1194|0|SN|COLONIA|PUENTE EL CANAL|41180|12|75|22|413|800
1195|0|SN|COLONIA|PUENTE EL CANAL|41180|12|75|22|413|800
1196|0|S|PARAJE|SAN JUAN TETELCINGO|41190|12|59|14|301|45
1197|0|SN|COLONIA|LAS TABIQUERAS|41190|12|75|13|625|30
1198|0|SN|COLONIA|LAS TABIQUERAS|41190|12|75|13|625|30
1199|4|3.5|COLONIA|RANCHO LOS ZAPOTALES RÍO TLAPANECO|41300|12|66|53|221|800
1200|28||COLONIA|SAN NICOLAS VISTA HERMOSA|41304|12|66|53|221|800
1201|0|KILÓMETRO 1|COLONIA|COLONIA LOS ZAPOTALES|41304|12|66|53|221|800
1202|0|SN|PUEBLO|MILPILLAS|41700|12|46|21|303|27
1203|0|SN|PUEBLO|MILPILLAS|41700|12|46|21|303|27
1204|0|SN|PUEBLO|MILPILLAS|41700|12|46|21|303|27
1205|0|SN|PUEBLO|MILPILLAS|41700|12|46|21|303|27
1206|0|SN|PUEBLO|MILPILLAS|41700|12|46|21|303|27
1207|0|SN|PUEBLO|MILPILLAS|41700|12|46|21|303|27
1208|0|SN|PUEBLO|MILPILLAS|41700|12|46|21|303|27
1209|0|SN|PUEBLO|MILPILLAS|41700|12|46|21|303|27
1210|0|SN|PUEBLO|MILPILLAS|41700|12|46|21|303|800
1211|0|SN|PUEBLO|EL SEPUDO|41700|12|46|36|303|5
1212|0|SN|PUEBLO|VISTA HERMOSA|41706|12|46|34|303|21
1213|0|SN|PUEBLO|VISTA HERMOSA|41706|12|46|34|303|21
1214|0|SN|PUEBLO|VISTA HERMOSA|41706|12|46|34|303|21
1215|0|SN|PUEBLO|VISTA HERMOSA|41706|12|46|34|303|21
1216|0|SN|PUEBLO|EL SEPUDO|41730|12|46|36|303|11
1217|0|SN|PUEBLO|EL SEPUDO|41730|12|46|36|303|11
1218|0|SN|PUEBLO|EL SEPUDO|41730|12|46|36|303|11
1219|0|SN|PUEBLO|EL SEPUDO|41730|12|46|36|303|11
1220|0|SN|PUEBLO|EL SEPUDO|41730|12|46|36|303|11
1221|0|SN|PUEBLO|EL SEPUDO|41730|12|46|36|303|11
1222|0|SN|PUEBLO|EL SEPUDO|41730|12|46|36|303|11
1223|0|SN|PUEBLO|EL SEPUDO|41730|12|46|36|303|11
1224|0|SN|PUEBLO|EL SEPUDO|41730|12|46|36|303|11
1225|0|SN|PUEBLO|EL SEPUDO|41730|12|46|36|303|11
1226|0|SN|PUEBLO|EL SEPUDO|41730|12|46|36|303|11
1227|0|SN|PUEBLO|MILPILLAS|41734|12|46|21|303|800
1228|0|SN|PUEBLO|SAN JUAN DE LOS LLANOS|41790|12|36|10|82|16
1229|0|SN|PUEBLO|SAN JUAN DE LOS LLANOS|41790|12|36|10|82|16
1230|0|SN|PARAJE|LAS SALINAS|41870|12|18|20|007A|800
1231|0|SN|PARAJE|LAS SALINAS|41870|12|18|20|007A|800
1232|0|SN|PARAJE|LAS SALINAS|41870|12|18|20|007A|800
1233|0|SN|PUEBLO|OJO DE AGUA LAS SALINAS|41870|12|18|20|007A|800
1234|0|SN|PUEBLO|LAS SALINAS|41870|12|18|20|007A|31
1235|0|SN|PARAJE|POBLADO OJO DE AGUA|41870|12|18|20|007A|3
1236|0|SN|PUEBLO|OJO DE AGUA (LAS SALINAS)|41870|12|18|20|007A|27
1237|0|SN|PUEBLO|LAS SALINAS|41870|12|18|20|007A|800
1238|0|SN|PARAJE|LAS SALINAS|41870|12|18|20|007A|800
1239|0|SN|PUEBLO|LAS SALINAS|41870|12|18|20|007A|15
1240|0|SN|PARAJE|LAS SALINAS|41870|12|18|20|007A|31
1241|0|SN|PUEBLO|LAS SALINAS|41870|12|18|20|007A|124
1242|0|SN|PUEBLO|LAS SALINAS|41870|12|18|20|007A|12
1243|0|SN|PUEBLO|LAS SALINAS|41870|12|18|20|007A|14
1244|0|SN|PUEBLO|OJO DE AGUA (LAS SALINAS)|41870|12|18|20|007A|122
1245|0|SN|PUEBLO|LAS SALINAS|41870|12|18|20|007A|37
1246|0|SN|PARAJE|LAS SALINAS|41870|12|18|20|007A|29
1247|0|SN|PUEBLO|OJO DE AGUA (LAS SALINAS)|41870|12|18|20|007A|124
1248|0|SN|PUEBLO|LAS SALINAS|41870|12|18|20|007A|122
1249|0|SN|PARAJE|LAS SALINAS|41870|12|18|20|007A|800
1250|0|SN|PUEBLO|OJO DE AGUA (LAS SALINAS)|41870|12|18|20|007A|20
1251|0|SN|PUEBLO|OJO DE AGUA (LAS SALINAS)|41870|12|18|20|007A|128
1252|0|SN|PUEBLO|OJO DE AGUA (LAS SALINAS)|41870|12|18|20|007A|125
1253|0|SN|PUEBLO|OJO DE AGUA (LAS SALINAS)|41870|12|18|20|007A|27
1254|0|SN|PUEBLO|OJO DE AGUA (LAS SALINAS)|41870|12|18|20|007A|125
1255|0|SN|PUEBLO|OJO DE AGUA (LAS SALINAS)|41870|12|18|20|007A|128
1256|0|SN|PUEBLO|OJO DE AGUS (LAS SALINAS)|41870|12|18|20|007A|137
1257|0|SN|PUEBLO|OJO DE AGUA (LAS SALINAS)|41870|12|18|20|007A|125
1258|0|SN|PUEBLO|OJO DE AGUA (LAS SALINAS)|41870|12|18|20|007A|28
1259|0|SN|PUEBLO|OJO DE AGUA (LAS SALINAS)|41870|12|18|20|007A|28
1260|0|SN|PUEBLO|OJO DE AGUA (LAS SALINAS)|41870|12|18|20|007A|21
1261|0|SN|PUEBLO|OJO DE AGUA (LAS SALINAS)|41870|12|18|20|007A|127
1262|0|SN|PUEBLO|OJO DE AGUA (LAS SALINAS)|41870|12|18|20|007A|122
1263|0|SN|PUEBLO|OJO DE AGUA (LAS SALINAS)|41870|12|18|20|007A|40
1264|0|SN|PUEBLO|OJO DE AGUA (LAS SALINAS)|41870|12|18|20|007A|8
1265|0|SN|PUEBLO|OJO DE AGUA (LAS SALINAS)|41870|12|18|20|007A|134
1266|0|SN|PUEBLO|OJO DE AGUA (LAS SALINAS)|41870|12|18|20|007A|100
1267|0|SN|PUEBLO|OJO DE AGUA (LAS SALINAS)|41870|12|18|20|007A|129
1268|0|SN|PUEBLO|OJO DE AGUA (LAS SALINAS)|41870|12|18|20|007A|124
1269|0|SN|PUEBLO|OJO DE AGUA (LAS SALINAS)|41870|12|18|20|007A|15
1270|0|SN|PUEBLO|OJO DE AGUA (LAS SALINAS)|41870|12|18|20|007A|40
1271|0|SN|PUEBLO|OJO DE AGUA (LAS SALINAS)|41870|12|18|20|007A|14
1272|0|SN|PUEBLO|OJO DE AGUA (LAS SALINAS)|41870|12|18|20|007A|100
1273|0|SN|PUEBLO|OJO DE AGUA (LAS SALINAS)|41870|12|18|20|007A|20
1274|0|SN|PUEBLO|LAS SALINAS|41870|12|18|20|007A|87
1275|0|SN|PUEBLO|OJO DE AGUA (LAS SALINAS)|41870|12|18|20|007A|103
1276|0|SN|PUEBLO|OJO DE AGUA (LAS SALINAS)|41870|12|18|20|007A|12
1277|0|SN|PUEBLO|OJO DE AGUA (LAS SALINAS)|41870|12|18|20|007A|100
1278|0|SN|PARAJE|LAS SALINAS|41870|12|18|20|007A|800
1279|0|SN|PUEBLO|OJO DE AGUA (LAS SALINAS)|41870|12|18|20|007A|134
1280|0|SN|PUEBLO|OJO DE AGUA (LAS SALINAS)|41870|12|18|20|007A|127
1281|0|SN|PUEBLO|OJO DE AGUA (LAS SALINAS)|41870|12|18|20|007A|39
1282|0|SN|PUEBLO|OJO DE AGUA (LAS SALINAS)|41870|12|18|20|007A|134
1283|0|SN|PUEBLO|OJO DE AGUA (LAS SALINAS)|41870|12|18|20|007A|125
1284|0|SN|PUEBLO|OJO DE AGUA (LAS SALINAS)|41870|12|18|20|007A|26
1285|0|SN|PUEBLO|OJO DE AGUA (LAS SALINAS)|41870|12|18|20|007A|40
1286|0|SN|PUEBLO|LAS SALINAS|41870|12|18|20|007A|38
1287|0|SN|PUEBLO|OJO DE AGUA LAS SALINAS|41870|12|18|20|007A|800
1288|0|SN|PUEBLO|OJO DE AGUA LAS SALINAS|41870|12|18|20|007A|800
1289|0|SN|COLONIA|LAS SALINAS|41870|12|18|20|007A|800
1290|0|SN|PUEBLO|LAS SALINAS|41870|12|18|20|007A|56
1291|0|SN|PUEBLO|LAS SALINAS|41870|12|18|20|007A|31
1292|0|SN|PUEBLO|LAS SALINAS|41870|12|18|20|007A|87
1293|0|SN|PARAJE|LAS SALINAS|41870|12|18|20|007A|103
1294|0|SN|PUEBLO|OJO DE AGUA LAS SALINAS|41870|12|18|20|007A|800
1295|0|SN|PUEBLO|OJO DE AGUA LAS SALINAS|41870|12|18|20|007A|800
1296|0|SN|EJIDO|LAS SALINAS|41870|12|18|20|007A|800
1297|0|SN|PUEBLO|OJO DE AGUA LAS SALINAS|41870|12|18|20|007A|800
1298|0|SN|PUEBLO|OJO DE AGUA LAS SALINAS|41870|12|18|20|007A|800
1299|0|SN|PUEBLO|OJO DE AGUA LAS SALINAS|41870|12|18|20|007A|800
1300|0|SN|PUEBLO|OJO DE AGUA LAS SALINAS|41870|12|18|20|007A|800
1301|0|SN|PUEBLO|OJO DE AGUA (LAS SALINAS)|41870|12|18|20|007A|27
