id_direccion|Tipo de vialidad|Nombre de la vialidad|Tipo de entre vialidad 1|Nombre de entre vialidad 1|Tipo de entre vialidad 2|Nombre de entre vialidad 2|Tipo de entre vialidad 3|Nombre de entre vialidad 3
1605|CALLE|PIEDRAS NEGRAS|CALLE|MARMOL|CALLE|PIEDRAS NEGRAS|CALLE|LA CANTERA
1606||EL JAGUEY||||||
1607|CALLE|MARÍA ASUNCIÓN GONZÁLEZ||||||
1608|CARRETERA|CARRETERA ARANDAS-JESUS MARIA||||||
1609|CAMINO|CALLE   CERRITO   COLORADO||||||
1610|CAMINO|NINGUNO||||||
1611|PRIVADA|CONASUPO|CALLE|AXAYÁCATL|PRIVADA|CONASUPO|CALLE|XÓCHITL
1612|CALLE|A IXTAPA|CALLE|FELIPE ÁNGELES|CALLE|MORELOS|CALLE|REVOLUCION
1613|CALLE|JOSÉ MARÍA PINO SUÁREZ|CALLE|JOSÉ MARÍA PINO SUÁREZ|CALLE|CÁNDIDO AGUILAR|CAMINO|NINGUNO
1614|CALLE|GREGORIO LUCAS REYES|CALLE|EMILIANO ZAPATA|CALLE|16 DE SEPTIEMBRE|CARRETERA|BARRA DE NAVIDAD PUERTO VALLARTA
1615|CALLE|MORELOS|PRIVADA|ALDAMA|BRECHA|COLON|TERRACERÍA|JUAREZ
1616|CALLE|MIGUEL HIDALGO|CALLE|CONSTITUCIÓN|CALLE|VENUSTIANO CARRANZA|CALLE|BENITO JUÁREZ
1617|AVENIDA|NUEVA NAHUAPA (JOSÉ MARÍA PINO SUÁREZ)|CALLE|MARGARITO RÍOS|CALLE|20 DE NOVIEMBRE|CALLE|20 DE NOVIEMBRE
1618|CALLE|HIDALGO|CALLE|JUÁREZ|CALLE|16 DE SEPTIEMBRE|CALLE|REFORMA
1619|CAMINO|CARRETERA GDL BARRA DE NAVIDAD||UNICO||UNICO||UNICO
1620||NINGUNO||||||
1621||NINGUNO||||||
1622|CALLE|5 DE FEBRERO|CALLE|12 DE JULIO|CARRETERA|MELAQUE-PUERTO VALLARTA||NINGUNO
1623|CALLE|A CIUDAD GUZMÁN|CALLE|LERDO DE TEJEDA|CALLE|MANUEL AVILA CAMACHO|CALLE|ANDADOR LAZARO CARDENAS
1624|BRECHA|ATENAXCAMILPA||||||
1625|CALLE|PRIMERO DE MAYO|CALLE||PRIVADA|NINGUNO||
1626|AVENIDA|GOBERNADOR INGENIERO ALBERTO CÁRDENAS JIMÉNEZ|AVENIDA|CONSTITUYENTES|CALLE|GALEANA|CALLE|CONSTITUCION
1627|CALLE|CARRETERA CIUDAD GUZMÁN-GUADALAJARA|CALLE|ROBLE|CALLE|NINGUNO|CALLE|NINGUNO
1628||NINGUNO||||||
1629||NINGUNO|CALLE|ALLENDE|CALLE|HIGALGO|CALLE|GUERRERO
1630||NINGUNO|CAMINO|VICENTE GUERRERO|CALLE|ALVARO OBREGON|CALLE|HIDALGO
1631|CALLE|PROLONGACIÓN BENITO JUÁREZ|CARRETERA|NINGUNO|AVENIDA|J MIGUEL FERNÁNDEZ|CARRETERA|NINGUNO
1632|CAMINO|ZAPOTILTIC - TOLTECA|CAMINO|NINGUNO|CARRETERA|TAMAZULA DE GORDIANO - ZAPOTILTIC|CARRETERA|NINGUNO
1633|CALLE|JUAN ESCUTIA|CALLE|GUADALUPE VICTORIA|CALLE|MARIANO ESCOBEDO||
1634|CALLE|SOYATLAN DE ADENTRO||||||
1635|CALLE|EMILIANO ZAPATA||||||
1636|CARRETERA|JIQUILPAN MANZANILLO||||||
1637|PRIVADA|DOMICILIO CONOCIDO||||||
1638|CALLE|BENITO JUÁREZ|CALLE|SILVESTRE VARGAS|CALLE|CONSTITUCIÓN|CALLE|CUAUHTÉMOC
1639|CALLE|SAN BLAS|CALLE|SAN BLÁS||NINGUNO|CALLE|GUADALUPE VICTORIA
1640|CALLE|NINGUNO|CALLE|NINGUNO|CALLE|16 DE SEPTIEMBRE||NINGUNO
1641|CALLE|NINGUNO|CALLE|NINGUNO|CALLE|16 DE SEPTIEMBRE|CALLE|NINGUNO
1642|CARRETERA|CARRETERA EL ROSAL - ACULCO|CARRETERA|EL ROSAL- ACULCO||||
1643|CAMINO|AL CENTRO DE SAN JOAQUÍN COSCOMATEPEC|CAMINO|A SAN JOAQUÍN COSCOMATEPEC||||
1644|CARRETERA|CARRETERA AMEALCO ACULCO|CARRETERA|AMEALCO - ACULCO||||
1645|PRIVADA|NINGUNO|PRIVADA|2 DE ABRIL|CALLE|JUSTO SIERRA|PRIVADA|NINGUNO
1646|CALLE|NINGUNO|CALLE|NINGUNO||||
1647|CARRETERA|SAN FELIPE DEL PROGRESO A SAN JUAN COAJOMULCO|CARRETERA|A SAN JUAN COAJOMULCO||||
1648|CARRETERA|SANTA MARÍA ENDARE A ATLACOMULCO|CARRETERA|SANTA MARIA ENDARE ATLACOMULCO||||
1649||EN LA ENTRADA DE LA POBLACION DE LOS AMATES||||||
1650|CALLE|NINGUNO||||||
1651|CALLE|NINGUNO|CALLE|NINGUNO|CALLE|NINGUNO|CALLE|NINGUNO
1652|CALLE|NINGUNO|CALLE|NINGUNO||||
1653||DOMICILIO NINGUNO SAN JUAN XOCONUSCO||||||
1654|CARRETERA|AVENIDA MIGUEL HIDALGO|CAMINO|NINGUNO|CAMINO|NINGUNO|CAMINO|NINGUNO
1655|CAMINO|NINGUNO|CARRETERA|TOLUCA TEMASCALTEPEC|CAMINO|NINGUNO|CAMINO|NINGUNO
1656|CARRETERA|CARRETERA TOLUCA TEMASCALTEPEC|CAMINO|NINGUNO|CAMINO|NINGUNO|CAMINO|NINGUNO
1657|CARRETERA|CARRETERA TOLUCA TEMASCALTEPEC|TERRACERÍA|NINGUNO|TERRACERÍA|NINGUNO|TERRACERÍA|NINGUNO
1658|CARRETERA|CARRETERA TOLUCA TEMASCALTEPEC|BRECHA|NINGUNO|BRECHA|NINGUNO|CAMINO|EJIDO DE SAN JUAN DE LAS HUERTAS
1659||NINGUNO|CAMINO|NINGUNO|CAMINO|NINGUNO|CAMINO|NINGUNO
1660|CARRETERA|TEJUPILCO AMATEPEC|CAMINO|NINGUNO|CAMINO|NINGUNO|CAMINO|NINGUNO
1661|CAMINO|NINGUNO|CAMINO|NINGUNO|CAMINO|NINGUNO|CAMINO|NINGUNO
1662|CAMINO|NINGUNO|CAMINO|NINGUNO|VEREDA|NINGUNO|VEREDA|NINGUNO
1663|CAMINO|NINGUNO|CAMINO|NINGUNO|CAMINO|NINGUNO|CAMINO|NINGUNO
1664|CARRETERA| TOLUCA IXTAPAN DE LA SAL|CAMINO|NINGUNO|CAMINO|NINGUNO|VEREDA|NINGUNO
1665|CARRETERA|TOLUCA IXTAPAN|CAMINO|NINGUNO|CAMINO|NIONGUNO|CAMINO|NINGUNO
1666|CARRETERA|FEDERAL TOLUCA IXTAPAN|CAMINO|NINGUNO|CAMINO|NINGUNO|CAMINO|NINGUNO
1667|PRIVADA|NINGUNO||||||
1668|CARRETERA|TONATICO LOS AMATES|CAMINO|NINGUNO|TERRACERÍA|NINGUNO|CAMINO|NINGUNO
1669|CALLE|5 DE MAYO|CALLE|5 DE MAYO|PRIVADA|20 DE NOVIEMBRE|CAMINO|DE LA CRUZ
1670|CARRETERA|FEDERAL MÉXICO TEXCOCO|CAMINO|NINGUNO|CAMINO|NINGUNO|CAMINO|NINGUNO
1671|PROLONGACIÓN|PROLONGACION HIDALGO||NINGUNO||NINGUNO||NINGUNO
1672|CALLE|BARRANCA DE LOS ÁNGELES|TERRACERÍA|NINGUNO|TERRACERÍA|NINGUNO|TERRACERÍA|NINGUNO
1673|CAMINO|CAMINO A SAN MARCOS|CAMINO|BARRANCA EL JARAL|CAMINO|NINGUNO|CAMINO|NINGUNO
1674|CALLE|BARRANCA LOS ÁNGELES|CALLE|MORELOS|PRIVADA|MINERO|CALLE|DR. JAVIER IBARRA
1675|CAMINO|CAMINO DEL MESÓN||NINGUNO||NINGUNO||NINGUNO
1676|CALLE|5 DE FEBRERO|CALLE|SIMÓN BOLÍVAR|CALLE|EMILIANO ZAPATA|CALLE|05 DE FEBRERO
1677|CAMINO|CAMINO SENACOPIO A CALIMAYA||NINGUNO||NINGUNO||NINGUNO
1678|||CALLE|NINGUNO|CERRADA|NINGUNO||NINGUNO
1679|PROLONGACIÓN|FRANCISCO I. MADERO|CAMINO||CAMINO|NINGUNO||
1680|CAMINO|VIEJO A CALIMAYA||NINGUNO||NINGUNO|CALLE|NINGUNO
1681|CAMINO|PARAJE LOS CRUZADOS||NINGUNO||NINGUNO||NINGUNO
1682|CAMINO|PARAJE LOS CRUZADOS|CAMINO|NINGUNO|CAMINO|NINGUNO||NINGUNO
1683|CERRADA|NINGUNO||NINGUNO|CALLE|NINGUNO|CAMINO|NINGUNO
1684|CARRETERA|TENANGO TLANIXCO KILÓMETRO 3|CAMINO|NINGUNO|CAMINO|NINGUNO|CAMINO|NINGUNO
1685|CALLE|NINGUNO||NINGUNO||NINGUNO|CARRETERA|TOLUCA-TENANGO
1686|CALLE|NINGUNO||NINGUNO||NINGUNO||NINGUNO
1687|CALLE|NINGUNO||GALEANA||NINGUNO||NINGUNO
1688|CAMINO|CUAHUATL||NINGUNO||NINGUNO||NINGUNO
1689|CARRETERA|PJE EL VENADO||||||
1690|AVENIDA|SANTA FE|CALLE|ROMERO DE TORREROS|CALLE|LUZ SAVIÑON|CALLE|ARQUITECTO JESÚS URQUIGA
1691|CALLE|HACIENDA DE TEMIXCO|CALLE|DOCTO GUSTAVO BAZ|CALLE|HACIENDA DE LA GAVIA|CALLE|HACIENDA DE SOLIS
1692|CALZADA|Calzada San Esteban|AVENIDA|Emiliano Zapata|CALLE|San Andrés Toto|CALLE|Prolongación 16 de Septiembre
1693|CARRETERA|CARRETERA LIBRE NAUCALPAN TOLUCA|AVENIDA|AVENIDA DE LOS PINOS|AVENIDA|EL MIRADOR|AVENIDA|SAN JORGE
1694|CALLE|JAZMINES||NINGUNO||NINGUNO||NINGUNO
1695|CALLE|VICENTE GUERRERO||||||
1696|CAMINO|A SAN JUAN DAXTI|CAMINO|A SAN JUAN DAXTI||||
1697|CAMINO|A MANZANA EL CERRITO|CAMINO|MANZANA EL CERRITO||||
1698|CALLE|NINGUNO|CALLE|NINGUNO|PRIVADA|NINGUNO||
1699|CARRETERA|CARRETERA VILLA DEL CARBON ATLACOMULCO|CARRETERA|VILLA DEL CARBON ATLACOMULCO||||
1700|CARRETERA|CARRETERA NICOLÁS ROMERO TEPOZOTLAN|CARRETERA|NICOLÁS ROMERO|CARRETERA|NICOLAS ROMERO|CARRETERA|N ICOLAS ROMERO
1701|CARRETERA|CARRETERA TLAZALA NICOLÁS ROMERO|CARRETERA|ISIDRO FABELA NICOLÁS ROMERA KM9.5||||
1702|CARRETERA|IXTLAHUACA NAUCALPAN|CARRETERA|IXTLAHUACA NAUCALPAN||||
1703|CAMINO|PARAJE EJIDOS SAN VICENTE||||||
1704|AVENIDA|16 DE SEPTIEMBRE|CALLE|GUERRERO|CALLE|ALDAMA|CALLE|EL SOL
1705|CALLE|CARRETERA SAN BARTOLO TIZAYUCA|CALLE|NINGUNO|CALLE|NINGUNO||
1706|CARRETERA|APAXCO-EL REFUGIO|CARRETERA|APAXCO-EL REFUGIO|CALLE|NINGUNO||
1707|CARRETERA|NIÑOS HEROES|OTRA (ESPECIFICAR)|NINGUNO|OTRA (ESPECIFICAR)|NINGUNO|OTRA (ESPECIFICAR)|NINGUNO
1708|AVENIDA|PLAZA PRINCIPAL OFICINAS DE LA DELEGACIÓN|CALLE|EL CAPULÍN|CALLE|CAMINO A LA CANTERA DE PIEDRA SILICA|AVENIDA|NINGUNO
1709|TERRACERÍA|CERRO TONALÁ SAN PABLO TECALCO|TERRACERÍA|BENITO JUÁREZ|TERRACERÍA|ENCINO|TERRACERÍA|NINGUNO
1710|CALLE|A LAS MINAS|CALLE|NINGUNO|CAMINO|NINGUNO|CALLE|NINGUNO
1711|CARRETERA|NINGUNO|CAMINO|NINGUNO|CAMINO|NINGUNO|CAMINO|NINGUNO
1712|AVENIDA|EL POPO|CERRADA|CANTERA|CERRADA|GUADALUPE|AVENIDA|EL POPO
1713|AVENIDA|DEL MOLINO|CERRADA|CANTERA|CERRADA|GUADALUPE|AVENIDA|DEL POPO
1714|CERRADA|SAN MARCOS|CERRADA|CANTERA|CERRADA|GUADALUPE|AVENIDA|EL POPO
1715|AVENIDA|EL POPO|CERRADA|CAPULÍN|CALLE|CABELLO|AVENIDA|DEL MOLINO
1716|AVENIDA|EL POPO|CERRADA|PIRULES|CERRADA|JESUS MARIA|AVENIDA|EL POPO
1717|AVENIDA|EL POPO|CERRADA|NINGUNO|CERRADA|NINGUNO|AVENIDA|DEL MOLINO
1718|AVENIDA|EL POPO|CERRADA|JESÚS MARÍA|CERRADA|PIRULES|AVENIDA|DEL MOLINO
1719|CERRADA|SAN MARCOS|CERRADA|NINGUNO|CERRADA|NINGUNO|AVENIDA|NINGUNO
1720|AVENIDA|EL POPO|CALLE|PIRULES|CERRADA|JESUS MARIA|AVENIDA|DEL MOLINO
1721|AVENIDA|EL POPO|AVENIDA|DEL MOLINO|CERRADA|LA CANTERA|AVENIDA|DEL POPO
1722|AVENIDA|EL POPO|CERRADA|JESÚS MARÍA|CERRADA|PIRULES|AVENIDA|DEL MOLINO
1723|CARRETERA|MOLINO DE FLORES A SAN NICOLÁS TLAMINCA|CAMINO|NINGUNO|CAMINO|NINGUNO|CAMINO|NINGUNO
1724|CARRETERA|TEXCOCO A SAN NICOLÁS TLAMINCA|CAMINO|NINGUNO|CAMINO|NINGUNO|CAMINO|NINGUNO
1725|CALLE|CAMINO A LA MINA|CALLE|EMILIANO ZAPATA|CALLE|15 DE MAYO|CALLE|LA MINA
1726|CALLE|CERRADA DE REFORMA|CAMINO|NINGUNO|CAMINO|NINGUNO|CAMINO|NINGUNO
1727|CAMINO|CAMINO VECINAL DE TEHUHEUE|CAMINO|NINGUNO|CAMINO|NINGUNO|CAMINO|NINGUNO
1728|CARRETERA|FEDERAL MÉXICO PUEBLA|CAMINO|NINGUNO|CAMINO|NINGUNO|CAMINO|NINGUNO
1729|CARRETERA|FEDERAL MEXICO PUEBLA||||||
1730|CARRETERA|FEDERAL MEXICO-PUEBLA||||||
1731|CARRETERA|FEDERAL MEXICO PUEBLA|CARRETERA|FEDERAL MÉXICO PUEBLA|CAMINO|NINGUNO|CAMINO|NINGUNO
1732|OTRA (ESPECIFICAR)|Ninguno|OTRA (ESPECIFICAR)|Ninguno|OTRA (ESPECIFICAR)|Ninguno|OTRA (ESPECIFICAR)|Ninguno
1733|CARRETERA|FEDERAL MÉXICO PUEBLA||NINGUNO||NINGUNO||NINGUNO
1734|CARRETERA|FEDERAL MEXICO PUEBLA|TERRACERÍA|NINGUNO|TERRACERÍA|NINGUNO|TERRACERÍA|NINGUNO
1735|AVENIDA|DEL MOLINO|CERRADA|LA CANTERA|CERRADA|GUADALUPE|AVENIDA|EL POPO
1736|AVENIDA|EL POPO|CERRADA|CAPULÍN|CERRADA|CABELLO|AVENIDA|DEL MOLINO
1737|AVENIDA|EL POPO|CERRADA|CAPULÍN|CERRADA|CABELLO|AVENIDA|DEL MOLINO
1738|AVENIDA|DEL MOLINO|CERRADA|LOS PIRULES|CERRADA|JESÚS MARÍA||
1739|CERRADA|LA CANTERA|CERRADA|CAPULÍN|CERRADA|CABELLO||
1740|AVENIDA|DEL MOLINO|CERRADA|CAPULÍN|CERRADA|CABELLO||
1741|AVENIDA|DEL MOLINO|CERRADA|LOS PIRULES|CERRADA|JESÚS MARÍA||
1742|AVENIDA|EL POPO|CERRADA|CAPULÍN|CERRADA|CABELLO||
1743|AVENIDA|EL POPO|CERRADA|CAPULÍN|CERRADA|CABELLO|AVENIDA|DEL MOLINO
1744|AVENIDA|EL POPO|CERRADA|CAPULÍN|CERRADA|CABELLO||
1745|CALLE|CALLEJÓN ALMOLOYA|CERRADA|LOS PIRULES|CERRADA|JESÚS MARÍA||
1746|PRIVADA|DEL POPO|CERRADA|CAPULÍN|CERRADA|CABELLO|AVENIDA|DEL MOLINO
1747|CERRADA|LA CANTERA|CERRADA|LOS PIRULES|CERRADA|JESÚS MARÍA||
1748|AVENIDA|DEL MOLINO|CERRADA|PIRULES|CERRADA|JESUS MARIA|AVENIDA|EL POPO
1749|AVENIDA|DEL MOLINO|AVENIDA|DEL MOLINO|CERRADA|CANTERA|CERRADA|GUADALUPE
1750|CERRADA|DEL PINO||||||
1751|AVENIDA|DEL MOLIN0|CERRADA|PIRULES|CERRADA|JESUS MARIA|AVENIDA|EL POPO
1752|AVENIDA|DEL MOLINO|AVENIDA|DEL MOLINO|CERRADA|CANTERA|CERRADA|GUADALUPE
1753|AVENIDA|EL POPO|CERRADA|CAPULÍN|CERRADA|NINGUNO|AVENIDA|DEL MOLINO
1754|CARRETERA|MÉXICO PUEBLA|CERRADA|CANTERA|CERRADA|GUADALUPE|AVENIDA|EL POPO
1755|AVENIDA|DEL MOLINO|CERRADA|CAPULÍN|CERRADA|CABELLO|AVENIDA|EL POPO
1756|CAMINO|PARAJE SAN CREMENTO SIN NÚMERO|CAMINO|CALVARIO|CAMINO|MORELOS|CAMINO|SAN JUAN
1757|CALLE|LAS GLORIAS|CALLE|CAMPESINOS|BOULEVARD|CUAUHTÉMOC PONIENTE|CALLE|10 DE ABRIL
1758|TERRACERÍA|DOMICILIO NINGUNO SAN VICENTE CHICOLOAPAN PENA DEL GATO||||||
1759|CARRETERA|MEXICO CUAUTLA|CAMINO|NINGUNO|CAMINO|NINGUNO|CAMINO|NINGUNO
1760|CALLE|CALLE PINO SUÁREZ|CALLE|MORELOS|CALLE|MATAMOROS|CALLE|VENUSTIANO CARRANZA
1761|CALLE|NACIONAL 2|CALLE|TERCERA NACIONAL|CALLE|DEL ARCO||
1762|CALLE|CONFLUENCIA DEL PANTEÓN|CAMINO|DEL PANTEÓN|CAMINO|PANTEON|CAMINO|OCCIDENTE
1763|CALLE|NACIONAL|CALLE|NINGUNO|CALLE|NINGUNO|CALLE|NINGUNO
1764|AVENIDA|Francisco I. Madero Poniente|CALLE|Ignacio Zaragoza|CALLE|Guillermo Prieto|CALLE|Melchor Ocampo
1765|CARRETERA|AUTOPISTA MÉXICO GUADALAJARA||||||
1766|CARRETERA|NINGUNO AUTOPISTA MEXICO-GUADALAJARA||||||
1767|CALLE|JACARANDA|CALLE|PIRUL|CALLE|NINGUNO|CALLE|EUGENIO AGUIRRE BENAVIDES
1768|BOULEVARD|GARCÍA DE LEÓN|PRIVADA|M. GONZÁLEZ UREÑA|CALLE|BATALLÓN DE MATAMOROS|CALLE|BATALLA DE CASA MATA
1769|CALLE|ENCINO|AVENIDA|ACUEDUCTO|CALLE|GUÁCIMA|AVENIDA|ACUEDUCTO
1770|CARRETERA|MORELIA QUIROGA|CALLE|NINGUNO|CALLE|NINGUNO|CALLE|NINGUNO
1771|CARRETERA|CARRETERA MORELIA GUADALAJARA|CARRETERA|MORELIA QUIROGA|CARRETERA|MORELIA QUIROGA|CARRETERA|MORELIA QUIROGA
1772|CARRETERA|CARRETERA MORELIA-QUIROGA||MORELIA QUIROGA KM15.2||KM15.2 MORELIA QUIROGA|CARRETERA|KM15.2 MORELIA QUIROGA
1773|CARRETERA|CARRETERA MORELIA GUADALAJARA||NINGUNO||NINGUNO||NINGUNO
1774|CARRETERA|CARRETERA MORELIA QUIROGA|CARRETERA|MORELIA QUIROGA|CARRETERA|MORELIA QUIROGA|CARRETERA|MORELIA QUIROGA
1775|CARRETERA|CARRETERA MORELIA GUADALAJARA|CARRETERA|MORELIA QUIROGA|CARRETERA|MORELIA QUIROGA|CARRETERA|MORELIA QUIROGA
1776|CARRETERA|CARRETERA MORELIA GUADALAJARA|CALLE|NINGUNO|CALLE|NINGUNO|CALLE|NINGUNO
1777|CARRETERA|NINGUNO CERRITOS|CARRETERA|CUTO DE LA ESPERANZA|CARRETERA|DE LA ESPERAZA|CARRETERA|CUTO DE LA ESPERANZA
1778|CARRETERA|CARRETERA MORELIA QUIROGA|CARRETERA|MORELIA QUIROGA||NINGUNO|CALLE|NINGUNO
1779|CARRETERA|CARRETERA MORELIA-GUADALAJARA|CARRETERA|MORELIA-CERRITOS|CARRETERA|MORELIA-CERRITOS|CARRETERA|MORELIA-CERRITOS
1780|CARRETERA|JOYITAS A SAN BERNABÉ|CALLE|NINGUNO|CALLE|NINGUNO|CALLE|NINGUNO
1781|CARRETERA|CARRETERA JOYITAS A SAB BERNABÉ||SAN BERNABÉ -JOYITAS KM 1 + 80||SAN BERNABÉ JOYITAS||SAN BERNABÉ JOYITAS
1782|CAMINO|NINGUNO||NINGUNO||NINGUNO||NINGUNO
1783|CARRETERA|CARRETERA MORELIA GUADALAJARA||CAMINO SAN BERNABÉ||JOYITAS||SANBERNABE
1784|CARRETERA|NINGUNO||||||
1785|CARRETERA|CARRETERA MORELIA-QUIROGA|CARRETERA|MORELIA QUIROGA|CARRETERA|MORELIA QUIROGA|CARRETERA|MORELIA QUIROGA
1786|CARRETERA|CARRETERA PURUANDIRO ZINAPARO KILÓMETRO 6.5||NINGUNO||NINGUNO||NINGUNO
1787|CARRETERA|CARRETERA PURUANDIRO ZINAPARO||NINGUNO||NINGUNO||NINGUNO
1788|CARRETERA|CARRETERA PURUANDIRO ZINAPARO||NINGUNO||NINGUNO||NINGUNO
1789|CAMINO|EL ARCO-CERRO DE LA CRUZ||NINGUNO||NINGUNO||NINGUNO
1790|CAMINO|EL ARCO-CERRO DE LA CRUZ||NINGUNO||NINGUNO||NINGUNO
1791|CARRETERA|CARRETERA NACIONAL ZACAPU-ZAMORA KILÓMETRO 81.5||NINGUNO||NINGUNO||NINGUNO
1792|CARRETERA|CARRETERA NACIONAL ZACAPU-ZAMORA|CALLE|NINGUNO|CALLE|NINGUNO||NINGUNO
1793|CARRETERA|FEDERAL 15 MORELIA-ZAMORA (LIBRE)||NINGUNO|CALLE|NINGUNO||NINGUNO
1794|CARRETERA|FEDERAL LIBRE 37 TLAZAZALCA-GIL|CALLE|NINGUNO|CALLE|NINGUNO|CALLE|NINGUNO
1795|CARRETERA|PUREPERO - CAURIO|CALLE|NINGUNO|CALLE|NINGUNO|CALLE|NINGUNO
1796|CALLE|NINGUNO|CALLE|NINGUNO|CALLE|NINGUNO|CALLE|ROQUE RUBIO
1797|CARRETERA|CARRETERA MORELIA-SALAMANCA|CARRETERA|CARRETERA MORELIA - ZINAPÉCUARO||NINGUNO||NINGUNO
1798|CARRETERA|KILÓMETRO 14 MORELIA SLAMANCA|CARRETERA|MORELIA SALAMACA|CARRETERA|SALAMANCA-MORELIA||
1799|CARRETERA|NACIONAL LIBRE MORELIA MARAVATIO|TERRACERÍA|NINGUNO|TERRACERÍA|NINGUNO|TERRACERÍA|NINGUNO
1800|CARRETERA|CARRETERA ZINAPÉCUARO MORELIA||||||
1801|CARRETERA|CARRETERA ZINAPÉCUARO MORELIA||||||
1802|PRIVADA|LOS AZUFRES|PRIVADA|SN|PRIVADA|SN|PRIVADA|SN
1803|BRECHA|NINGUNO||||||
1804|CARRETERA|CERRITO DE LA ISLA|TERRACERÍA|NINGUNO|TERRACERÍA|NINGUNO||
1805|CAMINO|LA HIGUERA EL QUIJOTE||||||
1806|CALLE|PRIMERO DE MAYO||||||
1807|CALLE|PRIMERO DE MAYO||||||
1808|CALLE|PRIMERO DE MAYO||||||
1809|CALLE|PRIMERO DE MAYO||||||
1810|TERRACERÍA|NINGUNO||||||
1811|CARRETERA|PAJACUARAN - EL ESTANSUELO||IXTLAN||DE SAN SIMÓN||NINGUNO
1812||NINGUNO|||CALLE|NINGUNO||
1813|CALLE|NICOLAS BRAVO||||||
1814|CARRETERA|JIQUILPAN ZAMORA||||||
1815|CARRETERA|LA CALERA||NINGUNO||NINGUNO||NINGUNO
1816|CALLE|EUCALIPTO|CALLE|CENPAZUCHIL|CALLE|PINO|CALLE|EUCALIPTO
1817|CALLEJÓN|NINGUNO||||||
1818|CALLE|NINGUNO||NINGUNO||NINGUNO||NINGUNO
1819|CARRETERA|CARRETERA JACONA LOS REYES||NINGUNO|CARRETERA|JACONA LOS REYES|CARRETERA|NINGUNO
1820|CARRETERA|LA ESTANCIA - JACONA|CALLE|NINGUNO||||
1821|AVENIDA|CARRETERA NACIONAL||||||
1822|AVENIDA|CARRETERA NACIONAL||||||
1823|CALLE|NINGUNO||||||
1824|CALLE|NINGUNO||||||
1825||NINGUNO||||||
1826|CARRETERA|COTIJA SAHUAYO||||||
1827|CALLE|FRONTÓN|PRIVADA|TENIS||FRONTON|PRIVADA|RICARDO FLORES MAGÓN
1828|CALLE|18 DE MARZO|CALLE|MELCHOR OCAMPO||NINGUNO||
1829|CARRETERA|CARRETERA PÁTZCUARO URUAPAN||||||
1830|CARRETERA|A NURIO|CALLEJÓN|NINGUNO|CALLEJÓN|NINGUNO|CALLEJÓN|NINGUNO
1831|CARRETERA|CHARAPAN-COCUCHO|CALLEJÓN|NINGUNO|CALLEJÓN|NINGUNO|CALLEJÓN|NINGUNO
1832||NINGUNO||NINGUNO||NINGUNO||NINGUNO
1833||NINGUNO||NINGUNO||NINGUNO||NINGUNO
1834||NINGUNO||NINGUNO||NINGUNO||NINGUNO
1835|CAMINO|CARRETERA URUAPAN PÁTZCUARO|CAMINO|CERRO DEL MOLCAJETE||NINGUNO||NINGUNO
1836|CARRETERA|NINGUNO|CAMINO|NINGUNO|CAMINO|NINGUNO|CAMINO|NINGUNO
1837|CARRETERA|CARRETERA BUENAVISTA LOS REYES||NINGUNO||NINGUNO||NINGUNO
1838|CARRETERA|BUENAVISTA-LOS REYES||NINGUNO||NINGUNO||NINGUNO
1839|CALLE|GERTRUDIS SANCHEZ|CALLE|GERTRUDIS SÁNCHEZ|CALLE|MANUEL ROBLES PEZUELA||NINGUNO
1840|PRIVADA|NINGUNO|CALLE|SERVANDO CHÁVEZ HERNÁNDEZ|CALLE|CONSTITUCION DE 1857|CALLE|CONVENTO DE BELÉN
1841|CARRETERA|CARRETERA APATZINGÁN BUENAVISTA||NINGUNO||NINGUNO||NINGUNO
1842|CALLE|MIGUEL HIDALGO||NINGUNO||NINGUNO||NINGUNO
1843|PRIVADA|DOMICILIO CONOCIDO||||||
1844||AUTOPISTA SIGLO XX1||||||
1845|CALLE|NINGUNO|BOULEVARD||BOULEVARD|LÁZARO CÁRDENAS ISLA DEL CAYACAL|TERRACERÍA|NINGUNO
1846|CALLE|NINGUNO|CALLE|NINGUNO|CALLE|NINGUNO||NINGUNO
1847|AVENIDA|HEROICA ESCUELA NAVAL MILITAR|CALLE|MARIANO MATAMOROS|CALLE|HERMENEGILDO GALEANA|CALLE|MELCHOR OCAMPO
1848|AVENIDA|MELCHOR OCAMPO||RECTOR HIDALGO||PLAN DE AYALA|ANDADOR|G. ZAMORA
1849|AVENIDA|GENERAL LÁZARO CÁRDENAS|CALLE|ÓPALO PONIENTE|CALLE|FERRODUCTO||MINA LAS TRUCHAS
1850|CALLE|CA¥ADA DEL TORO O LA MINA||||||
1851|CARRETERA|CARRETERA PALOS ALTOS SAN CRISTÓBAL|VEREDA|NINGUNO|VEREDA|NINGUNO|VEREDA|NINGUNO
1852|CARRETERA|CARRETERA A SALTO DE TEPUXTEPEC|VEREDA|NINGUNO|VEREDA|NINGUNO|VEREDA|NINGUNO
1853|BRECHA|CARRETERA CONTEPEC EPITACIO HUERTA|TERRACERÍA|NINGUNO|TERRACERÍA|NINGUNO|TERRACERÍA|NINGUNO
1854|CARRETERA|SAN LORENZO|VEREDA|NINGUNO|VEREDA|NINGUNO|VEREDA|CERRO
1855|TERRACERÍA|NINGUNO|VEREDA|NINGUNO|VEREDA|NINGUNO|VEREDA|NINGUNO
